Query_ID,Query_Text,Department,Device,Time_of_Day,Hour,Day_of_Week,Department_Code,Device_Code
Q00107_aug_1,"Hello team, This is to bring to your attention a continuous problem with my Smart TV that has not yet been solved. Thank you.",Warranty Claims,Smart TV,2025-05-18 16:53:57,16,6,7,3
Q00108,"Good evening,

Could you please assist with an unexpected error I've encountered on my Router? I would appreciate a prompt response.

Thank you.",Order Management,Router,2025-05-06 22:35:34,22,1,2,7
Q00108_aug_1,"Good evening, could you help with an unexpected mistake I encountered on my router? I would appreciate a quick answer. Thank you.",Order Management,Router,2025-05-06 22:35:34,22,1,2,7
Q00109,"I hope this message finds you well,

My recent experience with the Smartwatch has been quite disappointing due to several bugs. 

Thank you.",Product Inquiry,Smartwatch,2025-04-26 10:39:31,10,5,3,0
Q00109_aug_1,"I hope this message finds you well, My recent experience with the Smartwatch has been quite disappointing due to several bugs. Thank you.",Product Inquiry,Smartwatch,2025-04-26 10:39:31,10,5,3,0
Q00111,"Good evening,

My Smartphone has stopped functioning properly and I need help resolving the issue. Please address this issue at your earliest convenience.

Thank you.",Order Management,Smartphone,2025-05-01 15:02:37,15,3,2,6
Q00111_aug_1,"Good evening, My Smartphone stopped working properly and I need help solving the problem. Please address this problem as soon as possible. Thank you.",Order Management,Smartphone,2025-05-01 15:02:37,15,3,2,6
Q00113,"I hope this message finds you well,

I need assistance with my Laptop regarding a problem that just started this morning. 

Thank you.",Order Management,Laptop,2025-05-10 01:24:37,1,5,2,4
Q00113_aug_1,"I hope this message will find you, I need help with my laptop about a problem that just started this morning. Thank you.",Order Management,Laptop,2025-05-10 01:24:37,1,5,2,4
Q00114,"Good morning,

I need assistance with my Smartphone regarding a problem that just started this morning. 

Thank you.",Returns & Refunds,Smartphone,2025-05-09 18:09:57,18,4,4,6
Q00114_aug_1,"Hello, I need help with my Smartphone for a problem that just started this morning.",Returns & Refunds,Smartphone,2025-05-09 18:09:57,18,4,4,6
Q00115,"Dear support,

This is to bring to your attention an ongoing issue with my Tablet that hasn't been resolved yet. Please look into this matter urgently.

Thank you.",Warranty Claims,Tablet,2025-05-04 18:57:53,18,6,7,5
Q00115_aug_1,"Dear support, This is to bring to your attention a permanent problem with my tablet that has not yet been solved. Please consider this issue of urgency. Thank you.",Warranty Claims,Tablet,2025-05-04 18:57:53,18,6,7,5
Q00116,"Hello,

Could you please assist with an unexpected error I've encountered on my Router? Please address this issue at your earliest convenience.

Thank you.",Product Inquiry,Router,2025-04-28 23:23:38,23,0,3,7
Q00116_aug_1,"Hello, could you help us with an unexpected mistake that I encountered on my router? Please address this problem as soon as possible. Thank you.",Product Inquiry,Router,2025-04-28 23:23:38,23,0,3,7
Q00117,"Hello team,

My Gaming Console has stopped functioning properly and I need help resolving the issue. 

Thank you.",Technical Support,Gaming Console,2025-04-26 18:48:51,18,5,6,1
Q00117_aug_1,"Hello team, My Gaming Console stopped working properly and I need help solving the problem. Thank you.",Technical Support,Gaming Console,2025-04-26 18:48:51,18,5,6,1
Q00118,"Good evening,

I noticed some irregular behavior with my Router that I believe your team should look into. 

Thank you.",Returns & Refunds,Router,2025-05-19 07:50:13,7,0,4,7
Q00118_aug_1,"Good evening, I noticed an irregular behavior with my router that I think your team should examine.",Returns & Refunds,Router,2025-05-19 07:50:13,7,0,4,7
Q00119,"Good evening,

I need assistance with my Printer regarding a problem that just started this morning. 

Thank you.",Account Management,Printer,2025-04-28 19:07:13,19,0,0,2
Q00119_aug_1,"Good evening, I need help with my printer for a problem that just started this morning.",Account Management,Printer,2025-04-28 19:07:13,19,0,0,2
Q00120,"Hello,

Could you please assist with an unexpected error I've encountered on my Gaming Console? 

Thank you.",Account Management,Gaming Console,2025-04-30 18:43:45,18,2,0,1
Q00120_aug_1,"Hello, could you help us with an unexpected mistake that I met on my game console? Thank you.",Account Management,Gaming Console,2025-04-30 18:43:45,18,2,0,1
Q00122,"Hello,

I noticed some irregular behavior with my Smartphone that I believe your team should look into. Kindly resolve this issue as soon as possible.

Thank you.",Returns & Refunds,Smartphone,2025-05-03 14:22:41,14,5,4,6
Q00122_aug_1,"Hello, I noticed an irregular behavior with my Smartphone that I think your team should examine. Please solve this problem as soon as possible. Thank you.",Returns & Refunds,Smartphone,2025-05-03 14:22:41,14,5,4,6
Q00123,"To whom it may concern,

I noticed some irregular behavior with my Printer that I believe your team should look into. 

Thank you.",Account Management,Printer,2025-05-18 08:57:43,8,6,0,2
Q00123_aug_1,"To whom it may concern, I noticed an irregular behavior with my printer that I think your team should examine. Thank you.",Account Management,Printer,2025-05-18 08:57:43,8,6,0,2
Q00124,"To whom it may concern,

I noticed some irregular behavior with my Gaming Console that I believe your team should look into. 

Thank you.",Technical Support,Gaming Console,2025-05-18 10:45:31,10,6,6,1
Q00124_aug_1,"To whom it may concern, I noticed an irregular behavior with my game console that I think your team should examine. Thank you.",Technical Support,Gaming Console,2025-05-18 10:45:31,10,6,6,1
Q00126,"Hello,

My recent experience with the Smart TV has been quite disappointing due to several bugs. I would appreciate a prompt response.

Thank you.",Account Management,Smart TV,2025-05-08 08:36:57,8,3,0,3
Q00126_aug_1,"Hello, My recent experience with Smart TV has been quite disappointing due to several bugs. I would appreciate a quick answer. Thank you.",Account Management,Smart TV,2025-05-08 08:36:57,8,3,0,3
Q00127,"Good evening,

There seems to be a malfunction with my Gaming Console that needs urgent attention. Kindly resolve this issue as soon as possible.

Thank you.",Shipping,Gaming Console,2025-05-04 08:59:27,8,6,5,1
Q00127_aug_1,"Good evening, there seems to be a malfunction with my game console that needs urgent attention. Please solve this problem as soon as possible. Thank you.",Shipping,Gaming Console,2025-05-04 08:59:27,8,6,5,1
Q00128,"Hi there,

My recent experience with the Smartwatch has been quite disappointing due to several bugs. 

Thank you.",Order Management,Smartwatch,2025-05-03 16:08:24,16,5,2,0
Q00128_aug_1,"Hello, My recent experience with the Smartwatch has been quite disappointing due to several bugs. Thank you.",Order Management,Smartwatch,2025-05-03 16:08:24,16,5,2,0
Q00130,"Dear support,

I need assistance with my Gaming Console regarding a problem that just started this morning. Please address this issue at your earliest convenience.

Thank you.",Technical Support,Gaming Console,2025-04-25 13:04:59,13,4,6,1
Q00130_aug_1,"Dear support, I need help with my game console about a problem that just started this morning. Please address this problem as soon as possible. Thank you.",Technical Support,Gaming Console,2025-04-25 13:04:59,13,4,6,1
Q00131,"Good morning,

My recent experience with the Smart TV has been quite disappointing due to several bugs. Please look into this matter urgently.

Thank you.",Warranty Claims,Smart TV,2025-05-13 20:11:18,20,1,7,3
Q00131_aug_1,"Hello, My recent experience with Smart TV has been quite disappointing due to several bugs. Please consider this issue of urgency. Thank you.",Warranty Claims,Smart TV,2025-05-13 20:11:18,20,1,7,3
Q00132,"I hope this message finds you well,

I've been facing persistent problems with my Gaming Console. I would appreciate a prompt response.

Thank you.",Shipping,Gaming Console,2025-05-01 08:33:28,8,3,5,1
Q00132_aug_1,"I hope this message finds you well, I have been confronted with persistent problems with my game console. I would appreciate a quick answer. Thank you.",Shipping,Gaming Console,2025-05-01 08:33:28,8,3,5,1
Q00133,"I hope this message finds you well,

I'm writing to report a serious issue with my Smart TV. Please look into this matter urgently.

Thank you.",Shipping,Smart TV,2025-04-25 23:37:38,23,4,5,3
Q00133_aug_1,"I hope this message will find you, I am writing to report a serious problem with my Smart TV. Please consider this issue of urgency. Thank you.",Shipping,Smart TV,2025-04-25 23:37:38,23,4,5,3
Q00134,"Hello team,

I'm writing to report a serious issue with my Tablet. 

Thank you.",Product Inquiry,Tablet,2025-05-15 09:15:20,9,3,3,5
Q00134_aug_1,"Hello, team, I'm writing to report a serious problem with my tablet.",Product Inquiry,Tablet,2025-05-15 09:15:20,9,3,3,5
Q00135,"Dear support,

I've been facing persistent problems with my Smartwatch. I would appreciate a prompt response.

Thank you.",Account Management,Smartwatch,2025-05-22 21:37:39,21,3,0,0
Q00135_aug_1,"Dear support, I have been confronted with persistent problems with my Smartwatch. I would appreciate a quick answer. Thank you.",Account Management,Smartwatch,2025-05-22 21:37:39,21,3,0,0
Q00137,"Hello team,

I noticed some irregular behavior with my Smartphone that I believe your team should look into. 

Thank you.",Billing,Smartphone,2025-05-18 19:36:34,19,6,1,6
Q00137_aug_1,"Hello team, I noticed an irregular behavior with my Smartphone that I think your team should examine.",Billing,Smartphone,2025-05-18 19:36:34,19,6,1,6
Q00138,"Hello team,

After the recent update, my Printer isn't working as expected. I would appreciate a prompt response.

Thank you.",Billing,Printer,2025-05-07 00:55:27,0,2,1,2
Q00138_aug_1,"Hello team, After the recent update, my printer does not work as planned. I would appreciate a quick answer. Thank you.",Billing,Printer,2025-05-07 00:55:27,0,2,1,2
Q00139,"Dear support,

This is to bring to your attention an ongoing issue with my Printer that hasn't been resolved yet. 

Thank you.",Shipping,Printer,2025-05-06 13:06:42,13,1,5,2
Q00139_aug_1,"Dear support, This is to bring to your attention a permanent problem with my printer that has not yet been solved. Thank you.",Shipping,Printer,2025-05-06 13:06:42,13,1,5,2
Q00140,"Hello,

I'm writing to report a serious issue with my Laptop. Kindly resolve this issue as soon as possible.

Thank you.",Warranty Claims,Laptop,2025-05-22 06:01:11,6,3,7,4
Q00140_aug_1,"Hello, I am writing to report a serious problem with my laptop. Please solve this problem as soon as possible. Thank you.",Warranty Claims,Laptop,2025-05-22 06:01:11,6,3,7,4
Q00141,"Good morning,

This is to bring to your attention an ongoing issue with my Smart TV that hasn't been resolved yet. 

Thank you.",Order Management,Smart TV,2025-04-25 14:12:18,14,4,2,3
Q00141_aug_1,"Hello, this is to bring to your attention a permanent problem with my Smart TV that has not yet been solved. Thank you.",Order Management,Smart TV,2025-04-25 14:12:18,14,4,2,3
Q00142,"To whom it may concern,

I've been facing persistent problems with my Router. 

Thank you.",Billing,Router,2025-05-18 19:17:17,19,6,1,7
Q00142_aug_1,"Whom I'm interested in, I've been confronted with persistent problems with my router.",Billing,Router,2025-05-18 19:17:17,19,6,1,7
Q00143,"To whom it may concern,

My recent experience with the Printer has been quite disappointing due to several bugs. 

Thank you.",Order Management,Printer,2025-05-20 16:19:44,16,1,2,2
Q00143_aug_1,"To whom this may concern, My recent experience with the Printer has been quite disappointing due to several bugs. Thank you.",Order Management,Printer,2025-05-20 16:19:44,16,1,2,2
Q00144,"Hello team,

My Laptop has stopped functioning properly and I need help resolving the issue. 

Thank you.",Account Management,Laptop,2025-05-18 02:15:20,2,6,0,4
Q00144_aug_1,"Hello team, my laptop stopped working properly and I need help solving the problem. Thank you.",Account Management,Laptop,2025-05-18 02:15:20,2,6,0,4
Q00145,"To whom it may concern,

Could you please assist with an unexpected error I've encountered on my Router? Looking forward to your swift assistance.

Thank you.",Order Management,Router,2025-05-21 23:39:02,23,2,2,7
Q00145_aug_1,"To whom can it concern, could you, please, help with an unexpected mistake that I met on my router?",Order Management,Router,2025-05-21 23:39:02,23,2,2,7
Q00147,"Good morning,

My Laptop has stopped functioning properly and I need help resolving the issue. Please look into this matter urgently.

Thank you.",Billing,Laptop,2025-04-30 20:47:54,20,2,1,4
Q00147_aug_1,"Hello, My laptop stopped working properly and I need help solving the problem.",Billing,Laptop,2025-04-30 20:47:54,20,2,1,4
Q00148,"Hello team,

Could you please assist with an unexpected error I've encountered on my Gaming Console? Please look into this matter urgently.

Thank you.",Warranty Claims,Gaming Console,2025-04-24 15:43:33,15,3,7,1
Q00148_aug_1,"Hello team, Can you help us with an unexpected mistake that I encountered on my game console? Please consider this emergency issue. Thank you.",Warranty Claims,Gaming Console,2025-04-24 15:43:33,15,3,7,1
Q00149,"Good evening,

After the recent update, my Tablet isn't working as expected. Please address this issue at your earliest convenience.

Thank you.",Warranty Claims,Tablet,2025-05-07 03:47:55,3,2,7,5
Q00149_aug_1,"Good evening, After the recent update, my tablet does not work as expected. Please address this problem as soon as possible. Thank you.",Warranty Claims,Tablet,2025-05-07 03:47:55,3,2,7,5
